"chromosome" "chr_num" "start_pos" "end_pos" "start_MB" "outlier_MDS1" "outlier_MDS2" "outlier_MDS3" "outlier_MDS4" "outlier_MDS5" "PCA_outlier" "PCAwindowID" "thisChromRow" "PCAwindowID_plot"
"691" "NC_044053.1" 6 4017212 4446442 4.02 FALSE FALSE FALSE FALSE FALSE FALSE NA 20 NA
"692" "NC_044053.1" 6 4446443 4581807 4.45 FALSE FALSE FALSE FALSE FALSE FALSE NA 21 NA
"693" "NC_044053.1" 6 4581808 4716380 4.58 FALSE FALSE FALSE FALSE FALSE FALSE NA 22 NA
"694" "NC_044053.1" 6 4716381 4890149 4.72 FALSE FALSE FALSE FALSE FALSE FALSE NA 23 NA
"695" "NC_044053.1" 6 4890150 5145215 4.89 FALSE FALSE FALSE FALSE FALSE FALSE NA 24 NA
"696" "NC_044053.1" 6 5145216 5309757 5.15 FALSE FALSE FALSE FALSE FALSE FALSE NA 25 NA
"697" "NC_044053.1" 6 5309758 5805840 5.31 FALSE FALSE FALSE FALSE FALSE FALSE NA 26 NA
"698" "NC_044053.1" 6 5805841 5982043 5.81 FALSE FALSE FALSE FALSE FALSE FALSE NA 27 NA
"699" "NC_044053.1" 6 5982044 6139180 5.98 FALSE FALSE FALSE FALSE FALSE FALSE NA 28 NA
"700" "NC_044053.1" 6 6139181 6327058 6.14 FALSE FALSE FALSE FALSE FALSE FALSE NA 29 NA
"701" "NC_044053.1" 6 6327059 6504529 6.33 FALSE FALSE FALSE FALSE FALSE FALSE NA 30 NA
"702" "NC_044053.1" 6 6504530 6651029 6.5 FALSE FALSE FALSE FALSE FALSE FALSE NA 31 NA
"703" "NC_044053.1" 6 6651030 6789968 6.65 FALSE FALSE FALSE FALSE FALSE FALSE NA 32 NA
"704" "NC_044053.1" 6 6789969 6995077 6.79 FALSE FALSE FALSE FALSE FALSE FALSE NA 33 NA
"705" "NC_044053.1" 6 6995078 7290600 7 FALSE FALSE FALSE FALSE FALSE FALSE NA 34 NA
"706" "NC_044053.1" 6 7290601 7430630 7.29 FALSE FALSE FALSE FALSE FALSE FALSE NA 35 NA
"707" "NC_044053.1" 6 7430631 7558585 7.43 FALSE FALSE FALSE FALSE FALSE FALSE NA 36 NA
"708" "NC_044053.1" 6 7558586 7705865 7.56 FALSE FALSE FALSE FALSE FALSE FALSE NA 37 NA
"709" "NC_044053.1" 6 7705866 7863800 7.71 FALSE FALSE FALSE FALSE FALSE FALSE NA 38 NA
"710" "NC_044053.1" 6 7863801 8027914 7.86 FALSE FALSE FALSE FALSE FALSE FALSE NA 39 NA
"711" "NC_044053.1" 6 8027915 8261185 8.03 FALSE FALSE FALSE FALSE FALSE FALSE NA 40 NA
"712" "NC_044053.1" 6 8261186 8494179 8.26 FALSE FALSE FALSE FALSE FALSE FALSE NA 41 NA
"713" "NC_044053.1" 6 8494180 8723874 8.49 FALSE FALSE FALSE FALSE FALSE FALSE NA 42 NA
"714" "NC_044053.1" 6 8723875 8924946 8.72 FALSE FALSE FALSE FALSE FALSE FALSE NA 43 NA
"715" "NC_044053.1" 6 8924947 9121866 8.92 FALSE FALSE FALSE FALSE FALSE FALSE NA 44 NA
"716" "NC_044053.1" 6 9121867 9346475 9.12 FALSE FALSE FALSE FALSE FALSE FALSE NA 45 NA
"717" "NC_044053.1" 6 9346476 9525300 9.35 FALSE FALSE FALSE FALSE FALSE FALSE NA 46 NA
"718" "NC_044053.1" 6 9525301 9778471 9.53 FALSE FALSE FALSE FALSE FALSE FALSE NA 47 NA
"719" "NC_044053.1" 6 9778472 10052640 9.78 FALSE FALSE FALSE FALSE FALSE FALSE NA 48 NA
"720" "NC_044053.1" 6 10052641 10262405 10.05 FALSE FALSE FALSE FALSE FALSE FALSE NA 49 NA
"721" "NC_044053.1" 6 10262406 10504614 10.26 FALSE FALSE FALSE FALSE FALSE FALSE NA 50 NA
"722" "NC_044053.1" 6 10504615 10787642 10.5 FALSE FALSE FALSE FALSE FALSE FALSE NA 51 NA
"723" "NC_044053.1" 6 10787643 11044154 10.79 FALSE FALSE FALSE FALSE FALSE FALSE NA 52 NA
"724" "NC_044053.1" 6 11044155 11289858 11.04 FALSE FALSE FALSE FALSE FALSE FALSE NA 53 NA
"725" "NC_044053.1" 6 11289859 11628717 11.29 FALSE FALSE FALSE FALSE FALSE FALSE NA 54 NA
"726" "NC_044053.1" 6 11628718 11911314 11.63 FALSE FALSE FALSE FALSE FALSE FALSE NA 55 NA
"727" "NC_044053.1" 6 11911315 12275139 11.91 FALSE FALSE FALSE FALSE FALSE FALSE NA 56 NA
"728" "NC_044053.1" 6 12275140 12432435 12.28 FALSE FALSE FALSE TRUE FALSE TRUE 51 57 51
"729" "NC_044053.1" 6 12432436 12770491 12.43 FALSE FALSE FALSE FALSE FALSE FALSE NA 58 NA
"730" "NC_044053.1" 6 12770492 13044105 12.77 FALSE FALSE FALSE FALSE FALSE FALSE NA 59 NA
"731" "NC_044053.1" 6 13044106 13308224 13.04 FALSE FALSE FALSE FALSE FALSE FALSE NA 60 NA
"732" "NC_044053.1" 6 13308225 13503536 13.31 FALSE FALSE FALSE FALSE FALSE FALSE NA 61 NA
"733" "NC_044053.1" 6 13503537 13722669 13.5 FALSE FALSE FALSE FALSE FALSE FALSE NA 62 NA
"734" "NC_044053.1" 6 13722670 13940942 13.72 FALSE FALSE FALSE FALSE TRUE TRUE 52 63 52
"735" "NC_044053.1" 6 13940943 14138233 13.94 FALSE FALSE FALSE FALSE FALSE FALSE NA 64 NA
"736" "NC_044053.1" 6 14138234 14370350 14.14 FALSE FALSE FALSE FALSE FALSE FALSE NA 65 NA
"737" "NC_044053.1" 6 14370351 14672399 14.37 FALSE FALSE FALSE FALSE FALSE FALSE NA 66 NA
"738" "NC_044053.1" 6 14672400 14886633 14.67 FALSE FALSE FALSE FALSE FALSE FALSE NA 67 NA
"739" "NC_044053.1" 6 14886634 15097599 14.89 FALSE FALSE FALSE FALSE FALSE FALSE NA 68 NA
"740" "NC_044053.1" 6 15097600 15346047 15.1 FALSE FALSE FALSE FALSE FALSE FALSE NA 69 NA
"741" "NC_044053.1" 6 15346048 15591111 15.35 FALSE FALSE FALSE FALSE FALSE FALSE NA 70 NA
"742" "NC_044053.1" 6 15591112 15819771 15.59 FALSE FALSE FALSE FALSE FALSE FALSE NA 71 NA
"743" "NC_044053.1" 6 15819772 16077065 15.82 FALSE FALSE FALSE FALSE FALSE FALSE NA 72 NA
"744" "NC_044053.1" 6 16077066 16324698 16.08 FALSE FALSE FALSE FALSE FALSE FALSE NA 73 NA
"745" "NC_044053.1" 6 16324699 16518532 16.32 FALSE FALSE FALSE FALSE FALSE FALSE NA 74 NA
"746" "NC_044053.1" 6 16518533 16760264 16.52 FALSE FALSE FALSE FALSE FALSE FALSE NA 75 NA
"747" "NC_044053.1" 6 16760265 17008727 16.76 FALSE FALSE FALSE FALSE FALSE FALSE NA 76 NA
"748" "NC_044053.1" 6 17008728 17204253 17.01 FALSE FALSE FALSE FALSE FALSE FALSE NA 77 NA
"749" "NC_044053.1" 6 17204254 17438568 17.2 FALSE FALSE FALSE FALSE FALSE FALSE NA 78 NA
"750" "NC_044053.1" 6 17438569 17631635 17.44 FALSE FALSE FALSE FALSE FALSE FALSE NA 79 NA
"751" "NC_044053.1" 6 17631636 17854430 17.63 FALSE FALSE FALSE FALSE FALSE FALSE NA 80 NA
"752" "NC_044053.1" 6 17854431 18046374 17.85 FALSE FALSE FALSE FALSE FALSE FALSE NA 81 NA
"753" "NC_044053.1" 6 18046375 18223736 18.05 FALSE FALSE FALSE FALSE FALSE FALSE NA 82 NA
"754" "NC_044053.1" 6 18223737 18424042 18.22 FALSE FALSE FALSE FALSE FALSE FALSE NA 83 NA
"755" "NC_044053.1" 6 18424043 18602115 18.42 FALSE FALSE FALSE FALSE FALSE FALSE NA 84 NA
"756" "NC_044053.1" 6 18602116 18733913 18.6 FALSE FALSE FALSE FALSE FALSE FALSE NA 85 NA
"757" "NC_044053.1" 6 18733914 18900528 18.73 FALSE FALSE FALSE FALSE FALSE FALSE NA 86 NA
"758" "NC_044053.1" 6 18900529 19057142 18.9 FALSE FALSE FALSE FALSE FALSE FALSE NA 87 NA
"759" "NC_044053.1" 6 19057143 19247464 19.06 FALSE FALSE FALSE FALSE FALSE FALSE NA 88 NA
"760" "NC_044053.1" 6 19247465 19415929 19.25 FALSE FALSE FALSE FALSE FALSE FALSE NA 89 NA
"761" "NC_044053.1" 6 19415930 19650507 19.42 FALSE FALSE FALSE FALSE FALSE FALSE NA 90 NA
"762" "NC_044053.1" 6 19650508 19900139 19.65 FALSE FALSE FALSE FALSE FALSE FALSE NA 91 NA
"763" "NC_044053.1" 6 19900140 20123410 19.9 FALSE FALSE FALSE FALSE FALSE FALSE NA 92 NA
"764" "NC_044053.1" 6 20123411 20427358 20.12 FALSE FALSE FALSE FALSE FALSE FALSE NA 93 NA
"765" "NC_044053.1" 6 20427359 20674859 20.43 FALSE FALSE FALSE FALSE FALSE FALSE NA 94 NA
"766" "NC_044053.1" 6 20674860 20864162 20.67 FALSE FALSE FALSE FALSE FALSE FALSE NA 95 NA
"767" "NC_044053.1" 6 20864163 21109151 20.86 FALSE FALSE FALSE FALSE FALSE FALSE NA 96 NA
"768" "NC_044053.1" 6 21109152 21272741 21.11 FALSE FALSE FALSE FALSE TRUE TRUE 53 97 53
"769" "NC_044053.1" 6 21272742 21458592 21.27 FALSE FALSE FALSE FALSE FALSE FALSE NA 98 NA
"770" "NC_044053.1" 6 21458593 21637387 21.46 FALSE FALSE FALSE FALSE FALSE FALSE NA 99 NA
"771" "NC_044053.1" 6 21637388 21842687 21.64 FALSE FALSE FALSE TRUE FALSE TRUE 54 100 54
"772" "NC_044053.1" 6 21842688 22037228 21.84 FALSE FALSE FALSE FALSE FALSE FALSE NA 101 NA
"773" "NC_044053.1" 6 22037229 22234586 22.04 FALSE FALSE FALSE FALSE FALSE FALSE NA 102 NA
"774" "NC_044053.1" 6 22234587 22554492 22.23 FALSE FALSE FALSE FALSE FALSE FALSE NA 103 NA
"775" "NC_044053.1" 6 22554493 22836015 22.55 FALSE FALSE FALSE FALSE FALSE FALSE NA 104 NA
"776" "NC_044053.1" 6 22836016 23161902 22.84 FALSE FALSE FALSE FALSE FALSE FALSE NA 105 NA
"777" "NC_044053.1" 6 23161903 23416208 23.16 FALSE FALSE FALSE FALSE FALSE FALSE NA 106 NA
"778" "NC_044053.1" 6 23416209 23649267 23.42 FALSE FALSE FALSE FALSE FALSE FALSE NA 107 NA
"779" "NC_044053.1" 6 23649268 24160859 23.65 FALSE FALSE FALSE FALSE FALSE FALSE NA 108 NA
"780" "NC_044053.1" 6 24160860 24683295 24.16 FALSE TRUE TRUE FALSE TRUE TRUE 55 109 NA
"781" "NC_044053.1" 6 24683296 25009237 24.68 FALSE FALSE TRUE FALSE TRUE TRUE 55 110 NA
"782" "NC_044053.1" 6 25009238 25333529 25.01 FALSE TRUE TRUE FALSE FALSE TRUE 55 111 55
"783" "NC_044053.1" 6 25333530 25599306 25.33 FALSE TRUE TRUE FALSE FALSE TRUE 55 112 NA
"784" "NC_044053.1" 6 25599307 25841458 25.6 FALSE TRUE TRUE FALSE FALSE TRUE 55 113 NA
"785" "NC_044053.1" 6 25841459 26050546 25.84 FALSE FALSE FALSE FALSE FALSE FALSE NA 114 NA
"786" "NC_044053.1" 6 26050547 26261160 26.05 FALSE FALSE FALSE FALSE TRUE TRUE 56 115 56
"787" "NC_044053.1" 6 26261161 26529656 26.26 FALSE FALSE FALSE FALSE FALSE FALSE NA 116 NA
"788" "NC_044053.1" 6 26529657 26741838 26.53 FALSE FALSE FALSE FALSE FALSE FALSE NA 117 NA
"789" "NC_044053.1" 6 26741839 27012888 26.74 FALSE FALSE FALSE FALSE FALSE FALSE NA 118 NA
"790" "NC_044054.1" 7 67159 477218 0.07 FALSE FALSE FALSE FALSE TRUE TRUE 57 1 NA
"791" "NC_044054.1" 7 477219 1287587 0.48 FALSE TRUE FALSE TRUE TRUE TRUE 57 2 NA
"792" "NC_044054.1" 7 1287588 1547680 1.29 FALSE TRUE FALSE TRUE TRUE TRUE 57 3 57
"793" "NC_044054.1" 7 1547681 1691237 1.55 FALSE TRUE TRUE FALSE FALSE TRUE 57 4 NA
"794" "NC_044054.1" 7 1691238 2050308 1.69 FALSE FALSE TRUE FALSE FALSE TRUE 57 5 NA
"795" "NC_044054.1" 7 2050309 2409555 2.05 FALSE FALSE FALSE FALSE FALSE FALSE NA 6 NA
"796" "NC_044054.1" 7 2409556 2801801 2.41 FALSE FALSE FALSE FALSE FALSE FALSE NA 7 NA
"797" "NC_044054.1" 7 2801802 3203038 2.8 FALSE FALSE FALSE FALSE FALSE FALSE NA 8 NA
"798" "NC_044054.1" 7 3203039 3699560 3.2 FALSE FALSE FALSE FALSE FALSE FALSE NA 9 NA
"799" "NC_044054.1" 7 3699561 4197982 3.7 FALSE FALSE FALSE FALSE FALSE FALSE NA 10 NA
"800" "NC_044054.1" 7 4197983 4602252 4.2 FALSE FALSE FALSE FALSE FALSE FALSE NA 11 NA
"801" "NC_044054.1" 7 4602253 4973073 4.6 FALSE FALSE FALSE FALSE FALSE FALSE NA 12 NA
"802" "NC_044054.1" 7 4973074 5344969 4.97 FALSE FALSE FALSE FALSE FALSE FALSE NA 13 NA
"803" "NC_044054.1" 7 5344970 5727777 5.34 FALSE FALSE FALSE FALSE FALSE FALSE NA 14 NA
"804" "NC_044054.1" 7 5727778 6053437 5.73 FALSE FALSE FALSE FALSE FALSE FALSE NA 15 NA
"805" "NC_044054.1" 7 6053438 6321884 6.05 FALSE FALSE FALSE FALSE FALSE FALSE NA 16 NA
"806" "NC_044054.1" 7 6321885 6645886 6.32 FALSE FALSE FALSE TRUE TRUE TRUE 58 17 NA
"807" "NC_044054.1" 7 6645887 6842321 6.65 FALSE TRUE FALSE TRUE TRUE TRUE 58 18 58
"808" "NC_044054.1" 7 6842322 7182884 6.84 FALSE FALSE FALSE TRUE TRUE TRUE 58 19 NA
"809" "NC_044054.1" 7 7182885 7509507 7.18 FALSE FALSE FALSE FALSE FALSE FALSE NA 20 NA
"810" "NC_044054.1" 7 7509508 7750803 7.51 FALSE FALSE FALSE FALSE FALSE FALSE NA 21 NA
"811" "NC_044054.1" 7 7750804 8040100 7.75 FALSE FALSE FALSE FALSE FALSE FALSE NA 22 NA
"812" "NC_044054.1" 7 8040101 8280314 8.04 FALSE FALSE FALSE FALSE FALSE FALSE NA 23 NA
"813" "NC_044054.1" 7 8280315 8457845 8.28 FALSE FALSE FALSE FALSE TRUE TRUE 59 24 59
"814" "NC_044054.1" 7 8457846 8756059 8.46 FALSE FALSE FALSE FALSE FALSE FALSE NA 25 NA
"815" "NC_044054.1" 7 8756060 8916065 8.76 FALSE TRUE FALSE FALSE FALSE TRUE 60 26 60
"816" "NC_044054.1" 7 8916066 9083164 8.92 FALSE FALSE FALSE FALSE FALSE FALSE NA 27 NA
"817" "NC_044054.1" 7 9083165 9265098 9.08 FALSE TRUE FALSE TRUE FALSE TRUE 61 28 NA
"818" "NC_044054.1" 7 9265099 9454159 9.27 FALSE FALSE FALSE TRUE FALSE TRUE 61 29 61
"819" "NC_044054.1" 7 9454160 9662434 9.45 FALSE FALSE FALSE FALSE TRUE TRUE 61 30 NA
"820" "NC_044054.1" 7 9662435 9846851 9.66 FALSE FALSE FALSE FALSE FALSE FALSE NA 31 NA
"821" "NC_044054.1" 7 9846852 10059687 9.85 FALSE FALSE FALSE FALSE FALSE FALSE NA 32 NA
"822" "NC_044054.1" 7 10059688 10244591 10.06 FALSE FALSE FALSE FALSE FALSE FALSE NA 33 NA
"823" "NC_044054.1" 7 10244592 10483969 10.24 FALSE FALSE FALSE FALSE FALSE FALSE NA 34 NA
"824" "NC_044054.1" 7 10483970 10644504 10.48 FALSE FALSE FALSE FALSE FALSE FALSE NA 35 NA
"825" "NC_044054.1" 7 10644505 10795925 10.64 FALSE FALSE FALSE FALSE FALSE FALSE NA 36 NA
"826" "NC_044054.1" 7 10795926 10986729 10.8 FALSE FALSE FALSE FALSE FALSE FALSE NA 37 NA
"827" "NC_044054.1" 7 10986730 11157913 10.99 FALSE FALSE FALSE FALSE FALSE FALSE NA 38 NA
"828" "NC_044054.1" 7 11157914 11319428 11.16 FALSE FALSE FALSE FALSE FALSE FALSE NA 39 NA
"829" "NC_044054.1" 7 11319429 11451320 11.32 FALSE FALSE FALSE FALSE FALSE FALSE NA 40 NA
"830" "NC_044054.1" 7 11451321 11581487 11.45 FALSE FALSE FALSE FALSE FALSE FALSE NA 41 NA
"831" "NC_044054.1" 7 11581488 11710497 11.58 FALSE FALSE FALSE FALSE FALSE FALSE NA 42 NA
"832" "NC_044054.1" 7 11710498 11884681 11.71 FALSE FALSE FALSE FALSE FALSE FALSE NA 43 NA
"833" "NC_044054.1" 7 11884682 12055645 11.88 FALSE FALSE FALSE FALSE FALSE FALSE NA 44 NA
"834" "NC_044054.1" 7 12055646 12263808 12.06 FALSE TRUE FALSE FALSE FALSE TRUE 62 45 62
"835" "NC_044054.1" 7 12263809 12432981 12.26 FALSE FALSE FALSE FALSE FALSE FALSE NA 46 NA
"836" "NC_044054.1" 7 12432982 12610910 12.43 FALSE FALSE FALSE FALSE FALSE FALSE NA 47 NA
"837" "NC_044054.1" 7 12610911 12849003 12.61 FALSE TRUE FALSE FALSE FALSE TRUE 63 48 63
"838" "NC_044054.1" 7 12849004 13013621 12.85 FALSE FALSE FALSE FALSE FALSE FALSE NA 49 NA
"839" "NC_044054.1" 7 13013622 13187705 13.01 FALSE FALSE FALSE FALSE FALSE FALSE NA 50 NA
"840" "NC_044054.1" 7 13187706 13393194 13.19 FALSE FALSE FALSE FALSE FALSE FALSE NA 51 NA
"841" "NC_044054.1" 7 13393195 13577237 13.39 FALSE FALSE FALSE FALSE FALSE FALSE NA 52 NA
"842" "NC_044054.1" 7 13577238 13765407 13.58 FALSE FALSE FALSE FALSE FALSE FALSE NA 53 NA
"843" "NC_044054.1" 7 13765408 13926199 13.77 TRUE FALSE FALSE FALSE FALSE TRUE 64 54 64
"844" "NC_044054.1" 7 13926200 14128633 13.93 FALSE FALSE FALSE FALSE FALSE FALSE NA 55 NA
"845" "NC_044054.1" 7 14128634 14339433 14.13 FALSE FALSE FALSE FALSE FALSE FALSE NA 56 NA
"846" "NC_044054.1" 7 14339434 14521826 14.34 FALSE FALSE FALSE FALSE FALSE FALSE NA 57 NA
"847" "NC_044054.1" 7 14521827 14675840 14.52 FALSE FALSE FALSE FALSE FALSE FALSE NA 58 NA
"848" "NC_044054.1" 7 14675841 14797623 14.68 FALSE FALSE FALSE TRUE FALSE TRUE 65 59 NA
"849" "NC_044054.1" 7 14797624 14893916 14.8 FALSE FALSE FALSE TRUE FALSE TRUE 65 60 65
"850" "NC_044054.1" 7 14893917 15029234 14.89 FALSE FALSE FALSE TRUE FALSE TRUE 65 61 NA
"851" "NC_044054.1" 7 15029235 15170082 15.03 FALSE FALSE FALSE FALSE FALSE FALSE NA 62 NA
"852" "NC_044054.1" 7 15170083 15290641 15.17 FALSE FALSE FALSE FALSE FALSE FALSE NA 63 NA
"853" "NC_044054.1" 7 15290642 15549461 15.29 FALSE TRUE FALSE FALSE FALSE TRUE 66 64 66
"854" "NC_044054.1" 7 15549462 15695900 15.55 FALSE FALSE FALSE FALSE FALSE FALSE NA 65 NA
"855" "NC_044054.1" 7 15695901 15910384 15.7 FALSE FALSE FALSE FALSE FALSE FALSE NA 66 NA
"856" "NC_044054.1" 7 15910385 16120083 15.91 FALSE FALSE FALSE FALSE FALSE FALSE NA 67 NA
"857" "NC_044054.1" 7 16120084 16312258 16.12 TRUE FALSE FALSE FALSE FALSE TRUE 67 68 NA
"858" "NC_044054.1" 7 16312259 16561409 16.31 TRUE FALSE FALSE FALSE FALSE TRUE 67 69 NA
"859" "NC_044054.1" 7 16561410 16819478 16.56 TRUE FALSE FALSE FALSE FALSE TRUE 67 70 NA
"860" "NC_044054.1" 7 16819479 16975804 16.82 TRUE FALSE FALSE FALSE FALSE TRUE 67 71 NA
"861" "NC_044054.1" 7 16975805 17123396 16.98 TRUE FALSE FALSE FALSE FALSE TRUE 67 72 NA
"862" "NC_044054.1" 7 17123397 17312060 17.12 TRUE FALSE FALSE FALSE FALSE TRUE 67 73 NA
"863" "NC_044054.1" 7 17312061 17487897 17.31 TRUE FALSE FALSE FALSE FALSE TRUE 67 74 NA
"864" "NC_044054.1" 7 17487898 17635982 17.49 TRUE FALSE FALSE FALSE FALSE TRUE 67 75 NA
"865" "NC_044054.1" 7 17635983 17784613 17.64 TRUE FALSE FALSE FALSE FALSE TRUE 67 76 NA
"866" "NC_044054.1" 7 17784614 17947847 17.78 TRUE FALSE FALSE FALSE FALSE TRUE 67 77 NA
"867" "NC_044054.1" 7 17947848 18093536 17.95 TRUE FALSE FALSE FALSE FALSE TRUE 67 78 NA
"868" "NC_044054.1" 7 18093537 18231190 18.09 TRUE FALSE FALSE FALSE FALSE TRUE 67 79 NA
"869" "NC_044054.1" 7 18231191 18368255 18.23 TRUE FALSE FALSE FALSE FALSE TRUE 67 80 NA
"870" "NC_044054.1" 7 18368256 18514666 18.37 TRUE FALSE FALSE FALSE FALSE TRUE 67 81 NA
"871" "NC_044054.1" 7 18514667 18670247 18.51 TRUE FALSE FALSE FALSE FALSE TRUE 67 82 NA
"872" "NC_044054.1" 7 18670248 18826442 18.67 TRUE FALSE FALSE FALSE FALSE TRUE 67 83 NA
"873" "NC_044054.1" 7 18826443 18956136 18.83 TRUE FALSE FALSE FALSE FALSE TRUE 67 84 NA
"874" "NC_044054.1" 7 18956137 19122306 18.96 TRUE FALSE FALSE FALSE FALSE TRUE 67 85 NA
"875" "NC_044054.1" 7 19122307 19282911 19.12 TRUE FALSE FALSE FALSE FALSE TRUE 67 86 NA
"876" "NC_044054.1" 7 19282912 19442708 19.28 TRUE FALSE FALSE FALSE FALSE TRUE 67 87 NA
"877" "NC_044054.1" 7 19442709 19593765 19.44 TRUE FALSE FALSE FALSE FALSE TRUE 67 88 NA
"878" "NC_044054.1" 7 19593766 19742308 19.59 TRUE FALSE FALSE FALSE FALSE TRUE 67 89 NA
"879" "NC_044054.1" 7 19742309 19872267 19.74 TRUE FALSE FALSE FALSE FALSE TRUE 67 90 NA
"880" "NC_044054.1" 7 19872268 20031842 19.87 TRUE FALSE FALSE FALSE FALSE TRUE 67 91 NA
"881" "NC_044054.1" 7 20031843 20202583 20.03 TRUE FALSE FALSE FALSE FALSE TRUE 67 92 NA
"882" "NC_044054.1" 7 20202584 20397191 20.2 TRUE FALSE FALSE FALSE FALSE TRUE 67 93 NA
"883" "NC_044054.1" 7 20397192 20536468 20.4 TRUE FALSE FALSE FALSE FALSE TRUE 67 94 NA
"884" "NC_044054.1" 7 20536469 20679508 20.54 TRUE FALSE FALSE FALSE FALSE TRUE 67 95 NA
"885" "NC_044054.1" 7 20679509 20842498 20.68 TRUE FALSE FALSE FALSE FALSE TRUE 67 96 NA
"886" "NC_044054.1" 7 20842499 20983929 20.84 TRUE FALSE FALSE FALSE FALSE TRUE 67 97 NA
"887" "NC_044054.1" 7 20983930 21132495 20.98 TRUE FALSE FALSE FALSE FALSE TRUE 67 98 NA
"888" "NC_044054.1" 7 21132496 21275101 21.13 TRUE FALSE FALSE FALSE FALSE TRUE 67 99 NA
"889" "NC_044054.1" 7 21275102 21396326 21.28 TRUE FALSE FALSE FALSE FALSE TRUE 67 100 NA
"890" "NC_044054.1" 7 21396327 21547903 21.4 TRUE FALSE FALSE FALSE FALSE TRUE 67 101 NA
"891" "NC_044054.1" 7 21547904 21691385 21.55 TRUE FALSE FALSE FALSE FALSE TRUE 67 102 67
"892" "NC_044054.1" 7 21691386 21832229 21.69 TRUE FALSE FALSE FALSE FALSE TRUE 67 103 NA
"893" "NC_044054.1" 7 21832230 21990179 21.83 TRUE FALSE FALSE FALSE FALSE TRUE 67 104 NA
"894" "NC_044054.1" 7 21990180 22146420 21.99 TRUE FALSE FALSE FALSE FALSE TRUE 67 105 NA
"895" "NC_044054.1" 7 22146421 22277606 22.15 TRUE FALSE FALSE FALSE FALSE TRUE 67 106 NA
"896" "NC_044054.1" 7 22277607 22425130 22.28 TRUE FALSE FALSE FALSE FALSE TRUE 67 107 NA
"897" "NC_044054.1" 7 22425131 22565229 22.43 TRUE FALSE FALSE FALSE FALSE TRUE 67 108 NA
"898" "NC_044054.1" 7 22565230 22722160 22.57 TRUE FALSE FALSE FALSE FALSE TRUE 67 109 NA
"899" "NC_044054.1" 7 22722161 22877403 22.72 TRUE FALSE FALSE FALSE FALSE TRUE 67 110 NA
"900" "NC_044054.1" 7 22877404 23041619 22.88 TRUE FALSE FALSE FALSE FALSE TRUE 67 111 NA
"901" "NC_044054.1" 7 23041620 23196960 23.04 TRUE FALSE FALSE FALSE FALSE TRUE 67 112 NA
"902" "NC_044054.1" 7 23196961 23374379 23.2 TRUE FALSE FALSE FALSE FALSE TRUE 67 113 NA
"903" "NC_044054.1" 7 23374380 23522795 23.37 TRUE FALSE FALSE FALSE FALSE TRUE 67 114 NA
"904" "NC_044054.1" 7 23522796 23662520 23.52 TRUE FALSE FALSE FALSE FALSE TRUE 67 115 NA
"905" "NC_044054.1" 7 23662521 23822268 23.66 TRUE FALSE FALSE FALSE FALSE TRUE 67 116 NA
"906" "NC_044054.1" 7 23822269 23963286 23.82 TRUE FALSE FALSE FALSE FALSE TRUE 67 117 NA
"907" "NC_044054.1" 7 23963287 24107732 23.96 TRUE FALSE FALSE FALSE FALSE TRUE 67 118 NA
"908" "NC_044054.1" 7 24107733 24253784 24.11 TRUE FALSE FALSE FALSE FALSE TRUE 67 119 NA
"909" "NC_044054.1" 7 24253785 24423020 24.25 TRUE FALSE FALSE FALSE FALSE TRUE 67 120 NA
"910" "NC_044054.1" 7 24423021 24567840 24.42 TRUE FALSE FALSE FALSE FALSE TRUE 67 121 NA
"911" "NC_044054.1" 7 24567841 24696750 24.57 TRUE FALSE FALSE FALSE FALSE TRUE 67 122 NA
"912" "NC_044054.1" 7 24696751 24869591 24.7 TRUE FALSE FALSE FALSE FALSE TRUE 67 123 NA
"913" "NC_044054.1" 7 24869592 25041945 24.87 TRUE FALSE FALSE FALSE FALSE TRUE 67 124 NA
"914" "NC_044054.1" 7 25041946 25173886 25.04 TRUE FALSE FALSE FALSE FALSE TRUE 67 125 NA
"915" "NC_044054.1" 7 25173887 25337157 25.17 TRUE FALSE FALSE FALSE FALSE TRUE 67 126 NA
"916" "NC_044054.1" 7 25337158 25491766 25.34 TRUE FALSE FALSE FALSE FALSE TRUE 67 127 NA
"917" "NC_044054.1" 7 25491767 25633150 25.49 TRUE FALSE FALSE FALSE FALSE TRUE 67 128 NA
"918" "NC_044054.1" 7 25633151 25786976 25.63 TRUE FALSE FALSE FALSE FALSE TRUE 67 129 NA
"919" "NC_044054.1" 7 25786977 25896531 25.79 TRUE FALSE FALSE FALSE FALSE TRUE 67 130 NA
"920" "NC_044054.1" 7 25896532 26049014 25.9 TRUE FALSE FALSE FALSE FALSE TRUE 67 131 NA
"921" "NC_044054.1" 7 26049015 26155875 26.05 TRUE FALSE FALSE FALSE FALSE TRUE 67 132 NA
"922" "NC_044054.1" 7 26155876 26286557 26.16 TRUE FALSE FALSE FALSE FALSE TRUE 67 133 NA
"923" "NC_044054.1" 7 26286558 26416283 26.29 TRUE FALSE FALSE FALSE FALSE TRUE 67 134 NA
"924" "NC_044054.1" 7 26416284 26617602 26.42 TRUE FALSE FALSE FALSE FALSE TRUE 67 135 NA
"925" "NC_044054.1" 7 26617603 26854568 26.62 TRUE FALSE FALSE FALSE FALSE TRUE 67 136 NA
