"","chrom","ConsensusID","n_calls_group","n_programs_group","n_PASS_group","n_ind_group","start_plus_CI_group","start_minus_CI_group","end_plus_CI_group","end_minus_CI_group","pass"
"665","NC_044048.1",665,720,3,102,208,13286983,13266367,13431858,13413065,TRUE
"666","NC_044048.1",666,1,1,0,1,13282774,13278538,13363878,13359642,FALSE
"667","NC_044048.1",667,2,2,0,1,13400724,13169318,19185504,18954098,FALSE
"668","NC_044048.1",668,6,1,0,6,13290033,13283251,13442543,13435761,FALSE
"669","NC_044048.1",669,290,3,35,138,13295060,13274265,13429976,13416337,TRUE
"670","NC_044048.1",670,280,3,7,136,13296889,13293680,13349549,13346405,TRUE
"671","NC_044048.1",671,7,3,0,6,14106183,13094782,27374567,26321360,FALSE
"672","NC_044048.1",672,6,2,0,3,13298592,13297488,13326173,13325069,FALSE
"673","NC_044048.1",673,31,3,5,24,13302877,13300868,13328577,13326688,TRUE
"674","NC_044048.1",674,39,2,17,37,13308777,13304947,13327946,13324208,TRUE
"675","NC_044048.1",675,1,1,0,1,13307784,13306186,13329706,13328108,FALSE
"676","NC_044048.1",676,352,3,72,133,13308777,13305741,13327443,13323490,TRUE
"677","NC_044048.1",677,2,2,0,1,13372372,13242308,16623951,16493887,FALSE
"678","NC_044048.1",678,1,1,0,1,13310768,13309438,13325259,13323929,FALSE
"679","NC_044048.1",679,7,3,1,3,13310657,13310011,13312370,13311724,FALSE
"680","NC_044048.1",680,89,3,9,76,13316349,13312489,13329775,13326460,TRUE
"681","NC_044048.1",681,3,1,0,3,13316349,13314943,13329775,13328369,FALSE
"682","NC_044048.1",682,3,1,0,3,13317609,13316453,13325068,13323904,FALSE
"683","NC_044048.1",683,7,2,0,4,13327685,13327585,13330143,13330043,FALSE
"684","NC_044048.1",684,4,2,0,2,13329187,13329152,13329806,13329771,FALSE
"685","NC_044048.1",685,226,3,46,99,13409880,13407974,13429429,13427523,TRUE
"686","NC_044048.1",686,2,2,0,1,13412232,13412037,13417053,13416858,FALSE
"687","NC_044048.1",687,3,1,0,3,13429114,13427734,13439684,13438304,FALSE
"688","NC_044048.1",688,2,2,0,2,13488834,13410076,15441212,15362454,FALSE
"689","NC_044048.1",689,1,1,0,1,13515974,13411652,16100808,15996486,FALSE
"690","NC_044048.1",690,6,1,0,6,14399043,13311427,25981409,24837126,FALSE
"691","NC_044048.1",691,1,1,0,1,13675759,13355321,21686693,21366255,FALSE
"692","NC_044048.1",692,3,2,0,2,13725371,13381119,20590936,20284613,FALSE
"693","NC_044048.1",693,2,2,0,1,13619208,13434026,18248744,18063562,FALSE
"694","NC_044048.1",694,1,1,0,1,13698814,13359382,22184195,21844763,FALSE
"695","NC_044048.1",695,1,1,0,1,13730113,13330159,23706231,23306277,FALSE
"696","NC_044048.1",696,2,2,0,1,13613931,13453503,17624386,17463958,FALSE
"697","NC_044048.1",697,2,2,0,1,13698798,13467440,19482736,19251378,FALSE
"698","NC_044048.1",698,11,2,0,6,14088855,13359382,22758404,21844763,FALSE
"699","NC_044048.1",699,9,3,0,8,14407211,13094782,27627478,26610090,FALSE
"700","NC_044048.1",700,7,2,0,5,13838385,13346827,20242653,19656672,FALSE
"701","NC_044048.1",701,1,1,0,1,13611282,13611162,13614279,13614159,FALSE
"702","NC_044048.1",702,1,1,0,1,13669150,13565754,16254073,16150677,FALSE
"703","NC_044048.1",703,1,1,0,1,13637475,13597593,14634542,14594660,FALSE
"704","NC_044048.1",704,1,1,0,1,13766431,13468645,21211104,20913318,FALSE
"705","NC_044048.1",705,2,2,0,2,13742771,13555285,17116632,16856677,FALSE
"706","NC_044048.1",706,2,2,0,1,13630687,13615045,14021372,14005730,FALSE
"707","NC_044048.1",707,5,2,0,5,13675712,13674862,13685388,13684538,FALSE
"708","NC_044048.1",708,1,1,0,1,13684618,13684374,13690681,13690437,FALSE
"709","NC_044048.1",709,1,1,0,1,13688938,13688857,13690932,13690851,FALSE
"710","NC_044048.1",710,1,1,0,1,13738221,13690897,14921312,14873988,FALSE
"711","NC_044048.1",711,3,3,0,1,13716471,13715943,13717539,13717011,FALSE
"712","NC_044048.1",712,2,2,0,1,13716328,13716212,13719243,13719127,FALSE
"713","NC_044048.1",713,2,2,0,1,13755834,13722424,14591074,14557664,FALSE
"714","NC_044048.1",714,9,1,1,8,13796067,13794658,13800719,13799433,FALSE
"715","NC_044048.1",715,5,3,0,3,13796023,13795207,13797507,13796691,FALSE
"716","NC_044048.1",716,2,2,0,1,13846080,13745868,16351378,16251166,FALSE
"717","NC_044048.1",717,1,1,0,1,13934150,13790682,17520839,17377371,FALSE
"718","NC_044048.1",718,1,1,0,1,13887873,13885942,13935254,13933323,FALSE
"719","NC_044048.1",719,3,1,0,3,14465917,13731713,21929675,21453976,FALSE
"720","NC_044048.1",720,33,3,0,25,14358603,13346827,20638301,19763074,FALSE
"721","NC_044048.1",721,1,1,0,1,13969494,13839043,17230701,17100250,FALSE
"722","NC_044048.1",722,2,2,0,1,14104883,13704864,28480228,28080209,FALSE
"723","NC_044048.1",723,1,1,0,1,13978143,13865924,16783580,16671361,FALSE
"724","NC_044048.1",724,2,2,0,1,13958632,13892297,15616808,15550473,FALSE
"725","NC_044048.1",725,4,3,0,3,14634372,13780248,31074233,30363611,FALSE
"726","NC_044048.1",726,2,2,0,1,14091903,13879145,19410764,19198006,FALSE
"727","NC_044048.1",727,1,1,0,1,14186050,13787970,24137843,23739763,FALSE
"728","NC_044048.1",728,3,2,0,2,14235209,13806378,30136653,29372290,FALSE
"729","NC_044048.1",729,37,3,0,27,14617028,13859158,23369998,22574368,FALSE
"730","NC_044048.1",730,2,1,0,2,14336671,13858570,29040691,28609893,FALSE
"731","NC_044048.1",731,1,1,0,1,14123202,14118580,14238729,14234107,FALSE
"732","NC_044048.1",732,1,1,0,1,14209220,14158467,15477988,15427235,FALSE
"733","NC_044048.1",733,1,1,0,1,14221209,14175995,15351542,15306328,FALSE
"734","NC_044048.1",734,3,2,0,2,14406156,14111690,18650246,18443754,FALSE
"735","NC_044048.1",735,8,2,0,6,14891750,13706116,27374567,26090316,FALSE
"736","NC_044048.1",736,1,1,0,1,14370187,14366231,14469087,14465131,FALSE
"737","NC_044048.1",737,2,2,0,1,14626204,14226202,24808394,24408392,FALSE
"738","NC_044048.1",738,1,1,0,1,14475950,14398750,16405938,16328738,FALSE
"739","NC_044048.1",739,1,1,0,1,14591868,14320052,21387243,21115427,FALSE
"740","NC_044048.1",740,6,2,0,5,14590615,13895156,20793323,20151411,FALSE
"741","NC_044048.1",741,2,1,0,2,14512610,14512496,14515451,14515337,FALSE
"742","NC_044048.1",742,1,1,0,1,14566063,14524605,15602513,15561055,FALSE
"743","NC_044048.1",743,1,1,0,1,14686759,14476995,19930846,19721082,FALSE
"744","NC_044048.1",744,2,1,0,2,14767950,14434962,22365112,21951316,FALSE
"745","NC_044048.1",745,2,1,0,2,14852568,14412971,30152901,29476119,FALSE
"746","NC_044048.1",746,154,2,2,95,14613179,14613172,14613334,14613327,TRUE
"747","NC_044048.1",747,2,2,0,1,14613255,14613249,14613404,14613398,FALSE
"748","NC_044048.1",748,2,2,0,1,14613259,14613253,14613388,14613382,FALSE
"749","NC_044048.1",749,2,2,0,1,14879464,14479464,28566656,28166656,FALSE
"750","NC_044048.1",750,2,2,0,1,14777698,14585309,19587390,19395001,FALSE
"751","NC_044048.1",751,2,2,0,1,14826206,14610390,20221581,20005765,FALSE
"752","NC_044048.1",752,50,3,1,36,14762414,14761454,14762763,14761803,TRUE
"753","NC_044048.1",753,1,1,0,1,14827183,14696551,18092996,17962364,FALSE
"754","NC_044048.1",754,1,1,0,1,14785798,14764414,15320377,15298993,FALSE
"755","NC_044048.1",755,1,1,0,1,14788348,14788344,14788451,14788447,FALSE
"756","NC_044048.1",756,3,2,0,3,15008511,13917949,30785865,30215814,FALSE
"757","NC_044048.1",757,3,2,0,2,15064764,14638545,23735946,23119399,FALSE
"758","NC_044048.1",758,1,1,0,1,14817415,14809599,15012769,15004953,FALSE
"759","NC_044048.1",759,6,2,0,4,15314769,14460926,27830612,26593400,FALSE
"760","NC_044048.1",760,43,3,11,24,14916504,14915778,14917205,14916479,TRUE
"761","NC_044048.1",761,12,2,0,7,14916094,14916048,14917255,14917209,FALSE
"762","NC_044048.1",762,3,3,1,1,14918102,14917222,14928621,14927741,FALSE
"763","NC_044048.1",763,3,2,0,2,14960971,14960079,14983281,14982389,FALSE
"764","NC_044048.1",764,1,1,0,1,15051524,14908792,18619824,18477092,FALSE
"765","NC_044048.1",765,1,1,0,1,15200214,14810393,24945312,24555491,FALSE
"766","NC_044048.1",766,1,1,0,1,15055901,15055893,15056076,15056068,FALSE
"767","NC_044048.1",767,1,1,0,1,15291834,14891066,25485345,25084577,FALSE
"768","NC_044048.1",768,1,1,0,1,15381861,14981861,28381621,27981621,FALSE
"769","NC_044048.1",769,9,2,0,6,15572610,15067754,21422952,20907438,FALSE
"770","NC_044048.1",770,2,2,0,2,15318591,15092213,20867756,20580819,FALSE
"771","NC_044048.1",771,9,2,0,6,15777001,15074391,22587447,21993891,FALSE
"772","NC_044048.1",772,1,1,0,1,15460704,15060672,29859265,29459233,FALSE
"773","NC_044048.1",773,1,1,0,1,15353684,15221032,18654993,18522341,FALSE
"774","NC_044048.1",774,1,1,0,1,15402544,15210252,20209844,20017552,FALSE
"775","NC_044048.1",775,1,1,0,1,15401863,15220908,19925515,19744560,FALSE
"776","NC_044048.1",776,1,1,1,1,15538288,15538052,15544211,15543975,FALSE
"777","NC_044048.1",777,3,3,0,1,15617236,15616282,15618149,15617195,FALSE
"778","NC_044048.1",778,2,2,0,1,15659350,15659318,15660128,15660096,FALSE
"779","NC_044048.1",779,1,1,0,1,15879127,15479123,28104099,27704095,FALSE
"780","NC_044048.1",780,1,1,0,1,15747008,15672620,17606721,17532333,FALSE
"781","NC_044048.1",781,3,2,0,3,16109320,15545166,28792977,28287977,FALSE
"782","NC_044048.1",782,4,2,0,2,16060758,15610676,26366352,25881814,FALSE
"783","NC_044048.1",783,5,3,0,3,15871916,15766348,18490981,18385413,FALSE
"784","NC_044048.1",784,13,3,2,7,15895765,15861731,16731396,16697348,FALSE
"785","NC_044048.1",785,1,1,0,1,16022744,15749612,22851033,22577901,FALSE
"786","NC_044048.1",786,1,1,0,1,15911909,15911903,15912069,15912063,FALSE
"787","NC_044048.1",787,3,2,0,2,16338151,15724163,27154127,26428111,FALSE
"788","NC_044048.1",788,2,2,0,1,16121748,15735790,25770693,25384735,FALSE
"789","NC_044048.1",789,1,1,0,1,15950165,15950155,15950423,15950413,FALSE
"790","NC_044048.1",790,4,2,0,4,16183067,15890064,20315475,20030794,FALSE
"791","NC_044048.1",791,1,1,0,1,16111378,15998328,18937607,18824557,FALSE
"792","NC_044048.1",792,1,1,0,1,16157915,16135712,16712213,16690010,FALSE
"793","NC_044048.1",793,3,2,0,2,16622709,16031524,24740002,24354886,FALSE
"794","NC_044048.1",794,6,3,2,1,16212280,16211452,16217021,16215989,FALSE
"795","NC_044048.1",795,5,3,0,3,16530306,16126278,22425901,22033063,FALSE
"796","NC_044048.1",796,1,1,0,1,16275566,16259132,16686422,16669988,FALSE
"797","NC_044048.1",797,1,1,0,1,16404623,16233973,20670892,20500242,FALSE
"798","NC_044048.1",798,2,2,0,2,16388207,16313929,18222989,18148711,FALSE
"799","NC_044048.1",799,1,1,0,1,16412845,16294597,19369057,19250809,FALSE
"800","NC_044048.1",800,2,2,0,1,16432826,16369226,18022839,17959239,FALSE
"801","NC_044048.1",801,1,1,0,1,16589614,16222752,25761144,25394282,FALSE
"802","NC_044048.1",802,1,1,0,1,16621106,16221100,28061782,27661776,FALSE
"803","NC_044048.1",803,3,3,3,1,16460800,16460352,16462690,16462242,FALSE
"804","NC_044048.1",804,4,3,0,1,16508880,16507780,16520954,16519808,FALSE
"805","NC_044048.1",805,3,3,0,1,16518527,16517015,16534998,16533486,FALSE
"806","NC_044048.1",806,175,3,7,113,16521176,16520109,16522758,16521807,TRUE
"807","NC_044048.1",807,1,1,0,1,16627535,16417147,21887213,21676825,FALSE
"808","NC_044048.1",808,3,3,1,1,16530721,16530221,16531083,16530583,FALSE
"809","NC_044048.1",809,20,3,4,9,16541503,16538940,16561078,16558022,FALSE
"810","NC_044048.1",810,3,3,1,1,16540708,16540276,16543516,16543084,FALSE
"811","NC_044048.1",811,2,2,0,1,16540845,16540725,16543837,16543717,FALSE
"812","NC_044048.1",812,3,3,1,1,16559952,16559590,16560407,16560045,FALSE
"813","NC_044048.1",813,2,1,0,1,16614270,16614255,16614495,16614480,FALSE
"814","NC_044048.1",814,2,1,0,2,16852996,16556328,22743736,22298308,FALSE
"815","NC_044048.1",815,2,2,0,1,16894716,16494706,27188996,26788986,FALSE
"816","NC_044048.1",816,4,3,0,3,16789395,16645003,20289250,20045316,FALSE
"817","NC_044048.1",817,1,1,0,1,16914169,16514169,30810170,30410170,FALSE
"818","NC_044048.1",818,1,1,0,1,16728365,16709465,17200831,17181931,FALSE
"819","NC_044048.1",819,77,3,1,54,16751996,16749932,16782309,16780285,TRUE
"820","NC_044048.1",820,1,1,0,1,16771033,16771022,16771200,16771189,FALSE
"821","NC_044048.1",821,2,2,0,2,16955306,16721752,21238485,20980345,FALSE
"822","NC_044048.1",822,1,1,0,1,16878601,16801713,18800820,18723932,FALSE
"823","NC_044048.1",823,4,2,0,3,17364359,16698480,26140266,25219426,FALSE
"824","NC_044048.1",824,1,1,0,1,16898150,16897196,16921942,16920988,FALSE
"825","NC_044048.1",825,1,1,0,1,17106405,16706405,30137653,29737653,FALSE
"826","NC_044048.1",826,3,3,1,1,16909378,16908550,16912624,16911796,FALSE
"827","NC_044048.1",827,1,1,0,1,17059491,16775249,24165550,23881308,FALSE
"828","NC_044048.1",828,2,2,0,1,17208047,16808047,28001308,27601308,FALSE
"829","NC_044048.1",829,3,2,0,2,17279815,16893875,23476301,23183381,FALSE
"830","NC_044048.1",830,1,1,0,1,17071630,17022888,18290190,18241448,FALSE
"831","NC_044048.1",831,5,3,0,3,17449757,16894835,24909013,24264009,FALSE
"832","NC_044048.1",832,1,1,0,1,17310603,16910602,28792968,28392967,FALSE
"833","NC_044048.1",833,3,3,2,1,17138981,17125289,17467520,17453828,FALSE
"834","NC_044048.1",834,2,2,0,2,17173981,17173061,17174281,17173361,FALSE
"835","NC_044048.1",835,1,1,0,1,17284824,17169360,20171406,20055942,FALSE
"836","NC_044048.1",836,1,1,0,1,17347110,17125626,22884198,22662714,FALSE
"837","NC_044048.1",837,3,1,0,2,17255023,17254898,17257314,17257203,FALSE
"838","NC_044048.1",838,5,3,0,1,17287668,17287210,17290667,17290209,FALSE
"839","NC_044048.1",839,1,1,0,1,17353126,17248302,19973705,19868881,FALSE
"840","NC_044048.1",840,1,1,0,1,17313988,17298760,17694702,17679474,FALSE
"841","NC_044048.1",841,4,3,0,3,17587690,17232563,21279210,20955774,FALSE
"842","NC_044048.1",842,1,1,0,1,17340077,17339075,17341246,17340244,FALSE
"843","NC_044048.1",843,5,1,0,5,18114926,17157506,27430073,26364382,FALSE
"844","NC_044048.1",844,2,2,0,1,17406564,17405752,17426471,17425659,FALSE
"845","NC_044048.1",845,2,2,0,1,17416398,17415865,17417465,17416932,FALSE
"846","NC_044048.1",846,5,3,1,3,17534706,17369758,20314162,20187122,FALSE
"847","NC_044048.1",847,1,1,0,1,17650761,17307826,26224123,25881188,FALSE
"848","NC_044048.1",848,1,1,0,1,17614753,17428676,22266579,22080502,FALSE
"849","NC_044048.1",849,1,1,0,1,17737899,17337889,30726502,30326492,FALSE
"850","NC_044048.1",850,1,1,0,1,17540553,17540543,17540787,17540777,FALSE
"851","NC_044048.1",851,13,3,2,8,17541800,17540879,17543934,17542787,FALSE
"852","NC_044048.1",852,1,1,0,1,17571037,17512049,19045714,18986726,FALSE
"853","NC_044048.1",853,10,1,1,10,17571185,17568009,17628575,17625409,FALSE
"854","NC_044048.1",854,2,2,0,1,17618482,17531753,19786614,19699885,FALSE
"855","NC_044048.1",855,4,3,0,3,17724647,17531753,19898926,19699885,FALSE
"856","NC_044048.1",856,5,3,0,1,17609077,17608357,17609412,17608692,FALSE
"857","NC_044048.1",857,6,2,0,4,17965546,17474314,25502196,24589907,FALSE
"858","NC_044048.1",858,1,1,0,1,17822277,17553598,24539222,24270543,FALSE
"859","NC_044048.1",859,2,2,0,1,17888821,17488814,28792983,28392976,FALSE
"860","NC_044048.1",860,3,3,0,1,17690831,17689753,17699836,17698758,FALSE
"861","NC_044048.1",861,1,1,0,1,17723940,17673940,18973915,18923915,FALSE
"862","NC_044048.1",862,1,1,0,1,17840737,17640667,22819243,22619173,FALSE
"863","NC_044048.1",863,2,2,0,1,17790367,17726187,19394860,19330680,FALSE
"864","NC_044048.1",864,2,2,0,1,17966503,17566490,27989349,27589336,FALSE
"865","NC_044048.1",865,1105,3,629,225,17807736,17806338,17809584,17808308,TRUE
"866","NC_044048.1",866,4,1,2,4,17842933,17833772,18051768,18042477,FALSE
"867","NC_044048.1",867,1,1,0,1,17852890,17852878,17853206,17853194,FALSE
"868","NC_044048.1",868,2,2,0,1,17923802,17834422,20158252,20068872,FALSE
"869","NC_044048.1",869,2,1,0,2,18125598,17866556,24124734,23713744,FALSE
"870","NC_044048.1",870,2,2,0,1,17994130,17976789,18427272,18409931,FALSE
"871","NC_044048.1",871,2,2,0,1,18077299,17968319,20801788,20692808,FALSE
"872","NC_044048.1",872,1,1,0,1,18118556,17958963,22108324,21948731,FALSE
"873","NC_044048.1",873,2,2,0,1,18157640,17948489,23386197,23177046,FALSE
"874","NC_044048.1",874,1,1,0,1,18104021,18007665,20512897,20416541,FALSE
"875","NC_044048.1",875,3,3,0,1,18067210,18066288,18070368,18069446,FALSE
"876","NC_044048.1",876,1,1,0,1,18221578,18037569,22820975,22636966,FALSE
"877","NC_044048.1",877,3,2,0,3,18587691,18007129,25915390,25430266,FALSE
"878","NC_044048.1",878,6,3,0,5,18339498,17450236,27430073,26364382,FALSE
"879","NC_044048.1",879,2,2,0,2,18540568,17976813,27637625,27099365,FALSE
"880","NC_044048.1",880,7,3,1,3,18162874,18161668,18173471,18172265,FALSE
"881","NC_044048.1",881,5,2,0,3,18172962,18172782,18177474,18177294,FALSE
"882","NC_044048.1",882,3,2,0,2,18324508,18053102,25109637,24654029,FALSE
"883","NC_044048.1",883,2,2,0,1,18312880,18064178,24530326,24281624,FALSE
"884","NC_044048.1",884,2,2,0,1,18271985,18259589,18581861,18569465,FALSE
"885","NC_044048.1",885,1,1,0,1,18434327,18270616,22527057,22363346,FALSE
"886","NC_044048.1",886,2,2,0,1,18406379,18406375,18406496,18406492,FALSE
"887","NC_044048.1",887,166,2,2,86,19362984,18243626,29678625,29127860,TRUE
"888","NC_044048.1",888,2,1,0,2,18906096,18348512,29116447,28701084,FALSE
"889","NC_044048.1",889,12,3,2,6,18607296,18606552,18608030,18607286,FALSE
"890","NC_044048.1",890,1,1,0,1,18672015,18593613,20632073,20553671,FALSE
"891","NC_044048.1",891,2,2,0,1,18922950,18522950,30083466,29683466,FALSE
"892","NC_044048.1",892,1,1,0,1,18770326,18698802,20558397,20486873,FALSE
"893","NC_044048.1",893,1,1,0,1,18896593,18896587,18896755,18896749,FALSE
"894","NC_044048.1",894,1,1,0,1,19091685,18731853,28087491,27727659,FALSE
"895","NC_044048.1",895,1,1,0,1,18985603,18861675,22083813,21959885,FALSE
"896","NC_044048.1",896,2,1,0,2,19042748,18882695,22411655,22211761,FALSE
"897","NC_044048.1",897,3,3,0,1,19018478,19017716,19019851,19019089,FALSE
"898","NC_044048.1",898,3,3,0,2,19138300,19097798,20133837,20093335,FALSE
"899","NC_044048.1",899,124,3,2,72,19241468,19222838,19689232,19670602,TRUE
"900","NC_044048.1",900,1,1,0,1,19238433,19238427,19238602,19238596,FALSE
"901","NC_044048.1",901,1,1,0,1,19282132,19231635,20544377,20493880,FALSE
"902","NC_044048.1",902,1,1,0,1,19293642,19268154,19930819,19905331,FALSE
"903","NC_044048.1",903,3,2,0,2,19311981,19311975,19312140,19312134,FALSE
"904","NC_044048.1",904,1,1,0,1,19353904,19302560,20637428,20586084,FALSE
"905","NC_044048.1",905,1,1,0,1,19378507,19286988,21666317,21574798,FALSE
"906","NC_044048.1",906,3,3,1,2,19333194,19332968,19334941,19334715,FALSE
"907","NC_044048.1",907,251,3,35,125,20044940,19245984,29254299,28341440,TRUE
"908","NC_044048.1",908,914,3,99,243,19669895,18610137,29546457,28558595,TRUE
"909","NC_044048.1",909,1,1,0,1,19533360,19380172,23362976,23209788,FALSE
"910","NC_044048.1",910,4,1,0,4,19458941,19458008,19459619,19458737,FALSE
"911","NC_044048.1",911,1,1,0,1,19540455,19399771,23057574,22916890,FALSE
"912","NC_044048.1",912,2,2,0,1,19494369,19446473,20691785,20643889,FALSE
"913","NC_044048.1",913,1,1,0,1,19489266,19451578,20431489,20393801,FALSE
"914","NC_044048.1",914,2,1,0,2,19706037,19291195,30513491,29841308,FALSE
"915","NC_044048.1",915,2,1,0,2,19562544,19430138,22872718,22740312,FALSE
"916","NC_044048.1",916,4,3,0,3,19607180,19606430,19607760,19607002,FALSE
"917","NC_044048.1",917,2,2,0,1,19621658,19601576,20123730,20103648,FALSE
"918","NC_044048.1",918,17,3,0,16,20271962,19458402,28215956,27534314,FALSE
"919","NC_044048.1",919,2,1,0,2,19820921,19420361,31075885,30675369,FALSE
"920","NC_044048.1",920,1,1,0,1,19726931,19541091,24372947,24187107,FALSE
"921","NC_044048.1",921,2,1,0,2,19810424,19547993,24100738,23786334,FALSE
"922","NC_044048.1",922,1,1,0,1,19711273,19596094,22589719,22474540,FALSE
"923","NC_044048.1",923,1,1,0,1,19794668,19520112,26637952,26363396,FALSE
"924","NC_044048.1",924,2,2,0,1,19768736,19633265,23155281,23019810,FALSE
"925","NC_044048.1",925,5,3,0,2,19733284,19732370,19745568,19744654,FALSE
"926","NC_044048.1",926,3,3,1,1,19766140,19765598,19766913,19766371,FALSE
"927","NC_044048.1",927,7,2,0,4,19977886,19708650,24729863,24443744,FALSE
"928","NC_044048.1",928,2,2,0,1,19921372,19695730,25562403,25336761,FALSE
"929","NC_044048.1",929,2,2,0,1,19884709,19884699,19884973,19884963,FALSE
"930","NC_044048.1",930,2,2,0,2,20227907,19767269,25921674,25672442,FALSE
"931","NC_044048.1",931,2,2,0,1,19970827,19859523,22753419,22642115,FALSE
"932","NC_044048.1",932,1,1,0,1,19962832,19944300,20426130,20407598,FALSE
"933","NC_044048.1",933,6,1,0,6,19995853,19985044,20243600,20230973,FALSE
"934","NC_044048.1",934,4,2,1,3,20006617,20004843,20027868,20025748,FALSE
"935","NC_044048.1",935,3,3,0,1,20007387,20006169,20024033,20022815,FALSE
"936","NC_044048.1",936,3,3,1,1,20013974,20013514,20015376,20014916,FALSE
"937","NC_044048.1",937,1,1,0,1,20026320,20016946,20242984,20233610,FALSE
"938","NC_044048.1",938,1,1,0,1,20030964,20027626,20091185,20087847,FALSE
"939","NC_044048.1",939,5,1,0,5,20049882,20035361,20243046,20234021,FALSE
"940","NC_044048.1",940,4,1,0,4,20074392,20066924,20240201,20232733,FALSE
"941","NC_044048.1",941,17,1,0,17,20085374,20075612,20242265,20232740,FALSE
"942","NC_044048.1",942,22,2,3,21,20094928,20086097,20245805,20233347,TRUE
"943","NC_044048.1",943,1,1,0,1,20168661,20058399,22905535,22795273,FALSE
"944","NC_044048.1",944,1,1,0,1,20118133,20109137,20319703,20310707,FALSE
"945","NC_044048.1",945,11,3,0,9,20602753,19969102,27485921,26365914,FALSE
"946","NC_044048.1",946,1,1,0,1,20166511,20060635,22794647,22688771,FALSE
"947","NC_044048.1",947,17,3,0,14,20816488,19915534,30218540,29487496,FALSE
"948","NC_044048.1",948,7,3,0,6,20290129,19427286,29094204,28377642,FALSE
"949","NC_044048.1",949,4,3,0,2,20185747,20041557,23772403,23628213,FALSE
"950","NC_044048.1",950,3,1,0,3,20206942,20020430,24852061,24665449,FALSE
"951","NC_044048.1",951,1,1,0,1,20192338,20034810,24130496,23972968,FALSE
"952","NC_044048.1",952,2,2,0,1,20221241,20006037,25601326,25386122,FALSE
"953","NC_044048.1",953,2,2,0,1,20178735,20048545,23433509,23303319,FALSE
"954","NC_044048.1",954,14,3,0,13,20274989,19770863,28341913,27580058,FALSE
"955","NC_044048.1",955,2,2,0,1,20213760,20013572,25218436,25018248,FALSE
"956","NC_044048.1",956,1,1,0,1,20146898,20080440,21808355,21741897,FALSE
"957","NC_044048.1",957,3,2,0,3,20127555,20122069,20242765,20235739,FALSE
"958","NC_044048.1",958,3,1,0,3,20137710,20131972,20246636,20240315,FALSE
"959","NC_044048.1",959,18,2,4,17,20160266,20153070,20240394,20234411,TRUE
"960","NC_044048.1",960,182,2,25,165,20169000,20168994,20169137,20169131,TRUE
"961","NC_044048.1",961,15,3,6,4,20215580,20214470,20216584,20215471,FALSE
"962","NC_044048.1",962,1,1,0,1,20307289,20227787,22294453,22214951,FALSE
"963","NC_044048.1",963,20,3,0,18,20652224,19770863,27940907,26968568,FALSE
"964","NC_044048.1",964,17,3,2,7,20279407,20278507,20280747,20279847,FALSE
"965","NC_044048.1",965,16,3,1,8,20279346,20278652,20279681,20278987,FALSE
"966","NC_044048.1",966,1,1,1,1,20324917,20324077,20330636,20329796,FALSE
"967","NC_044048.1",967,7,3,0,6,20334617,20333561,20340035,20339003,FALSE
"968","NC_044048.1",968,9,2,0,5,20511736,20265287,24449007,24163307,FALSE
"969","NC_044048.1",969,368,3,78,142,20356230,20352944,20401227,20395052,TRUE
"970","NC_044048.1",970,60,3,9,48,20363220,20360848,20397313,20394941,TRUE
"971","NC_044048.1",971,430,3,86,163,20375501,20373260,20394560,20391661,TRUE
"972","NC_044048.1",972,67,3,11,51,20378268,20375566,20392541,20389465,TRUE
"973","NC_044048.1",973,95,3,17,68,20378348,20376088,20391724,20388124,TRUE
"974","NC_044048.1",974,226,3,65,109,20380017,20378764,20387753,20386533,TRUE
"975","NC_044048.1",975,2,2,0,1,20403613,20403591,20404172,20404150,FALSE
"976","NC_044048.1",976,2,2,0,1,20403697,20403679,20404147,20404129,FALSE
"977","NC_044048.1",977,1,1,0,1,20415407,20415381,20415949,20415923,FALSE
"978","NC_044048.1",978,2,2,0,1,20499975,20419908,22501419,22421352,FALSE
"979","NC_044048.1",979,3,2,0,2,20597838,20376560,25546669,25166772,FALSE
"980","NC_044048.1",980,6,2,0,4,20834523,20391560,24938587,24502081,FALSE
"981","NC_044048.1",981,1,1,0,1,20584190,20584165,20584786,20584761,FALSE
"982","NC_044048.1",982,1,1,0,1,20684818,20506186,25146244,24967612,FALSE
"983","NC_044048.1",983,1,1,0,1,20662158,20553022,23390547,23281411,FALSE
"984","NC_044048.1",984,4,3,3,2,20626787,20626401,20628806,20628420,FALSE
"985","NC_044048.1",985,4,1,0,4,20626948,20626934,20627297,20627283,FALSE
"986","NC_044048.1",986,1,1,0,1,20635478,20635446,20636269,20636237,FALSE
"987","NC_044048.1",987,1,1,0,1,20700074,20596994,23277083,23174003,FALSE
"988","NC_044048.1",988,6,3,0,5,21059135,20145005,27242280,26662094,FALSE
"989","NC_044048.1",989,19,3,7,7,20736928,20736017,20737392,20736487,FALSE
"990","NC_044048.1",990,2,2,0,1,20888404,20621932,27550216,27283744,FALSE
"991","NC_044048.1",991,1,1,0,1,20804138,20734262,22529451,22459575,FALSE
"992","NC_044048.1",992,1,1,0,1,20791733,20746995,21910170,21865432,FALSE
"993","NC_044048.1",993,20,2,2,10,20781834,20781825,20781971,20781962,FALSE
"994","NC_044048.1",994,5,3,1,3,20795026,20790712,20890097,20885783,FALSE
"995","NC_044048.1",995,541,3,103,214,21390036,20683464,29711296,28951243,TRUE
